Número de Orden;Número de Mesa;Nombre del Plato; Costo Unitario ; Precio Unitario ;Cantidad Ordenada; Ganancia Bruta ;Ganancia Neta;Procentaje de ganancia;Tiempo de Preparación;Tiempo en formato;Observaciones;Estado de la Orden
193;3;Plato_14;14,00 €;23,00 €;3;69,00 €;42,00 €;61%;24;0:24:00;Ninguna;
194;3;Plato_11;20,00 €;33,00 €;2;66,00 €;40,00 €;61%;18;0:18:00;Ninguna;
194;3;Plato_2;18,00 €;30,00 €;1;30,00 €;18,00 €;60%;50;0:50:00;Ninguna;
195;2;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;51;0:51:00;Ninguna;
196;4;Plato_3;12,00 €;20,00 €;3;60,00 €;36,00 €;60%;34;0:34:00;Sin cebolla;
196;4;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;51;0:51:00;Ninguna;
196;4;Plato_9;17,00 €;29,00 €;1;29,00 €;17,00 €;59%;47;0:47:00;Sin cebolla;
196;4;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;44;0:44:00;Sin cebolla;
197;5;Plato_18;20,00 €;34,00 €;3;102,00 €;60,00 €;59%;22;0:22:00;Ninguna;
197;5;Plato_6;16,00 €;27,00 €;1;27,00 €;16,00 €;59%;50;0:50:00;Ninguna;
198;9;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;33;0:33:00;Ninguna;
199;11;Plato_9;17,00 €;29,00 €;3;87,00 €;51,00 €;59%;31;0:31:00;Ninguna;
199;11;Plato_8;21,00 €;35,00 €;3;105,00 €;63,00 €;60%;41;0:41:00;Sin cebolla;
199;11;Plato_13;13,00 €;21,00 €;2;42,00 €;26,00 €;62%;18;0:18:00;Sin cebolla;
199;11;Plato_6;16,00 €;27,00 €;1;27,00 €;16,00 €;59%;52;0:52:00;Sin cebolla;
200;11;Plato_12;11,00 €;19,00 €;2;38,00 €;22,00 €;58%;39;0:39:00;Ninguna;
200;11;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;28;0:28:00;Sin cebolla;
201;3;Plato_7;14,00 €;24,00 €;3;72,00 €;42,00 €;58%;58;0:58:00;Sin cebolla;
202;16;Plato_19;22,00 €;36,00 €;2;72,00 €;44,00 €;61%;46;0:46:00;Sin cebolla;
202;16;Plato_20;25,00 €;40,00 €;2;80,00 €;50,00 €;63%;47;0:47:00;Ninguna;
202;16;Plato_7;14,00 €;24,00 €;1;24,00 €;14,00 €;58%;5;0:05:00;Ninguna;
202;16;Plato_2;18,00 €;30,00 €;1;30,00 €;18,00 €;60%;58;0:58:00;Ninguna;
203;5;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;51;0:51:00;Ninguna;
203;5;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;34;0:34:00;Sin cebolla;
204;16;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;21;0:21:00;Ninguna;
205;14;Plato_15;19,00 €;32,00 €;1;32,00 €;19,00 €;59%;34;0:34:00;Ninguna;
205;14;Plato_9;17,00 €;29,00 €;1;29,00 €;17,00 €;59%;52;0:52:00;Sin cebolla;
206;4;Plato_2;18,00 €;30,00 €;1;30,00 €;18,00 €;60%;58;0:58:00;Sin cebolla;
207;20;Plato_10;15,00 €;26,00 €;2;52,00 €;30,00 €;58%;37;0:37:00;Ninguna;
207;20;Plato_8;21,00 €;35,00 €;1;35,00 €;21,00 €;60%;55;0:55:00;Sin cebolla;
207;20;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;19;0:19:00;Sin cebolla;
208;16;Plato_15;19,00 €;32,00 €;1;32,00 €;19,00 €;59%;18;0:18:00;Sin cebolla;
208;16;Plato_19;22,00 €;36,00 €;3;108,00 €;66,00 €;61%;29;0:29:00;Sin cebolla;
208;16;Plato_3;12,00 €;20,00 €;2;40,00 €;24,00 €;60%;53;0:53:00;Ninguna;
209;9;Plato_14;14,00 €;23,00 €;3;69,00 €;42,00 €;61%;35;0:35:00;Sin cebolla;
209;9;Plato_18;20,00 €;34,00 €;2;68,00 €;40,00 €;59%;40;0:40:00;Sin cebolla;
209;9;Plato_1;15,00 €;25,00 €;1;25,00 €;15,00 €;60%;42;0:42:00;Ninguna;
209;9;Plato_10;15,00 €;26,00 €;2;52,00 €;30,00 €;58%;54;0:54:00;Ninguna;
210;10;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;28;0:28:00;Sin cebolla;
210;10;Plato_2;18,00 €;30,00 €;1;30,00 €;18,00 €;60%;50;0:50:00;Ninguna;
210;10;Plato_7;14,00 €;24,00 €;1;24,00 €;14,00 €;58%;34;0:34:00;Ninguna;
210;10;Plato_20;25,00 €;40,00 €;3;120,00 €;75,00 €;63%;46;0:46:00;Ninguna;
211;1;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;54;0:54:00;Sin cebolla;
211;1;Plato_4;10,00 €;18,00 €;2;36,00 €;20,00 €;56%;45;0:45:00;Ninguna;
211;1;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;9;0:09:00;Ninguna;
211;1;Plato_3;12,00 €;20,00 €;1;20,00 €;12,00 €;60%;27;0:27:00;Ninguna;
212;14;Plato_2;18,00 €;30,00 €;3;90,00 €;54,00 €;60%;35;0:35:00;Sin cebolla;
212;14;Plato_10;15,00 €;26,00 €;3;78,00 €;45,00 €;58%;43;0:43:00;Sin cebolla;
212;14;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;31;0:31:00;Sin cebolla;
212;14;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;55;0:55:00;Sin cebolla;
213;13;Plato_6;16,00 €;27,00 €;1;27,00 €;16,00 €;59%;53;0:53:00;Ninguna;
213;13;Plato_2;18,00 €;30,00 €;2;60,00 €;36,00 €;60%;47;0:47:00;Sin cebolla;
214;2;Plato_18;20,00 €;34,00 €;2;68,00 €;40,00 €;59%;14;0:14:00;Ninguna;
214;2;Plato_20;25,00 €;40,00 €;3;120,00 €;75,00 €;63%;12;0:12:00;Sin cebolla;
214;2;Plato_3;12,00 €;20,00 €;2;40,00 €;24,00 €;60%;12;0:12:00;Sin cebolla;
215;6;Plato_18;20,00 €;34,00 €;2;68,00 €;40,00 €;59%;12;0:12:00;Ninguna;
215;6;Plato_2;18,00 €;30,00 €;3;90,00 €;54,00 €;60%;34;0:34:00;Ninguna;
216;17;Plato_1;15,00 €;25,00 €;1;25,00 €;15,00 €;60%;42;0:42:00;Ninguna;
216;17;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;36;0:36:00;Ninguna;
216;17;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;42;0:42:00;Ninguna;
217;1;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;13;0:13:00;Sin cebolla;
218;13;Plato_12;11,00 €;19,00 €;3;57,00 €;33,00 €;58%;24;0:24:00;Sin cebolla;
218;13;Plato_6;16,00 €;27,00 €;3;81,00 €;48,00 €;59%;16;0:16:00;Ninguna;
218;13;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;6;0:06:00;Ninguna;
219;1;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;12;0:12:00;Ninguna;
219;1;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;11;0:11:00;Sin cebolla;
220;15;Plato_7;14,00 €;24,00 €;1;24,00 €;14,00 €;58%;13;0:13:00;Ninguna;
221;16;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;29;0:29:00;Ninguna;
221;16;Plato_18;20,00 €;34,00 €;2;68,00 €;40,00 €;59%;54;0:54:00;Sin cebolla;
221;16;Plato_9;17,00 €;29,00 €;1;29,00 €;17,00 €;59%;25;0:25:00;Ninguna;
222;3;Plato_14;14,00 €;23,00 €;3;69,00 €;42,00 €;61%;29;0:29:00;Ninguna;
222;3;Plato_16;16,00 €;28,00 €;1;28,00 €;16,00 €;57%;56;0:56:00;Ninguna;
223;19;Plato_15;19,00 €;32,00 €;1;32,00 €;19,00 €;59%;53;0:53:00;Ninguna;
224;7;Plato_10;15,00 €;26,00 €;2;52,00 €;30,00 €;58%;20;0:20:00;Ninguna;
225;19;Plato_11;20,00 €;33,00 €;3;99,00 €;60,00 €;61%;56;0:56:00;Sin cebolla;
225;19;Plato_14;14,00 €;23,00 €;3;69,00 €;42,00 €;61%;38;0:38:00;Sin cebolla;
226;7;Plato_3;12,00 €;20,00 €;2;40,00 €;24,00 €;60%;7;0:07:00;Ninguna;
226;7;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;29;0:29:00;Sin cebolla;
226;7;Plato_6;16,00 €;27,00 €;3;81,00 €;48,00 €;59%;56;0:56:00;Ninguna;
226;7;Plato_9;17,00 €;29,00 €;1;29,00 €;17,00 €;59%;54;0:54:00;Sin cebolla;
227;17;Plato_7;14,00 €;24,00 €;1;24,00 €;14,00 €;58%;58;0:58:00;Ninguna;
227;17;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;15;0:15:00;Sin cebolla;
227;17;Plato_16;16,00 €;28,00 €;1;28,00 €;16,00 €;57%;13;0:13:00;Ninguna;
227;17;Plato_11;20,00 €;33,00 €;2;66,00 €;40,00 €;61%;33;0:33:00;Ninguna;
228;16;Plato_14;14,00 €;23,00 €;3;69,00 €;42,00 €;61%;35;0:35:00;Ninguna;
229;14;Plato_1;15,00 €;25,00 €;1;25,00 €;15,00 €;60%;28;0:28:00;Sin cebolla;
229;14;Plato_8;21,00 €;35,00 €;1;35,00 €;21,00 €;60%;43;0:43:00;Ninguna;
229;14;Plato_19;22,00 €;36,00 €;1;36,00 €;22,00 €;61%;19;0:19:00;Sin cebolla;
229;14;Plato_16;16,00 €;28,00 €;1;28,00 €;16,00 €;57%;27;0:27:00;Sin cebolla;
230;5;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;10;0:10:00;Sin cebolla;
230;5;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;24;0:24:00;Sin cebolla;
230;5;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;57;0:57:00;Sin cebolla;
231;8;Plato_13;13,00 €;21,00 €;2;42,00 €;26,00 €;62%;29;0:29:00;Sin cebolla;
231;8;Plato_18;20,00 €;34,00 €;3;102,00 €;60,00 €;59%;17;0:17:00;Sin cebolla;
231;8;Plato_17;19,00 €;31,00 €;1;31,00 €;19,00 €;61%;53;0:53:00;Sin cebolla;
231;8;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;51;0:51:00;Ninguna;
232;2;Plato_7;14,00 €;24,00 €;1;24,00 €;14,00 €;58%;50;0:50:00;Sin cebolla;
232;2;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;30;0:30:00;Sin cebolla;
232;2;Plato_2;18,00 €;30,00 €;2;60,00 €;36,00 €;60%;40;0:40:00;Sin cebolla;
232;2;Plato_10;15,00 €;26,00 €;2;52,00 €;30,00 €;58%;19;0:19:00;Ninguna;
233;8;Plato_12;11,00 €;19,00 €;2;38,00 €;22,00 €;58%;31;0:31:00;Sin cebolla;
234;17;Plato_2;18,00 €;30,00 €;2;60,00 €;36,00 €;60%;41;0:41:00;Sin cebolla;
234;17;Plato_7;14,00 €;24,00 €;3;72,00 €;42,00 €;58%;35;0:35:00;Ninguna;
234;17;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;23;0:23:00;Sin cebolla;
235;13;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;25;0:25:00;Ninguna;
236;12;Plato_11;20,00 €;33,00 €;3;99,00 €;60,00 €;61%;21;0:21:00;Ninguna;
236;12;Plato_5;13,00 €;22,00 €;1;22,00 €;13,00 €;59%;7;0:07:00;Ninguna;
236;12;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;43;0:43:00;Sin cebolla;
236;12;Plato_15;19,00 €;32,00 €;2;64,00 €;38,00 €;59%;30;0:30:00;Ninguna;
237;4;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;12;0:12:00;Ninguna;
237;4;Plato_2;18,00 €;30,00 €;2;60,00 €;36,00 €;60%;25;0:25:00;Sin cebolla;
238;13;Plato_19;22,00 €;36,00 €;2;72,00 €;44,00 €;61%;45;0:45:00;Sin cebolla;
239;12;Plato_10;15,00 €;26,00 €;1;26,00 €;15,00 €;58%;36;0:36:00;Ninguna;
239;12;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;37;0:37:00;Ninguna;
240;9;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;32;0:32:00;Sin cebolla;
240;9;Plato_14;14,00 €;23,00 €;3;69,00 €;42,00 €;61%;32;0:32:00;Sin cebolla;
240;9;Plato_4;10,00 €;18,00 €;2;36,00 €;20,00 €;56%;46;0:46:00;Ninguna;
240;9;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;19;0:19:00;Ninguna;
241;12;Plato_4;10,00 €;18,00 €;1;18,00 €;10,00 €;56%;11;0:11:00;Sin cebolla;
242;12;Plato_10;15,00 €;26,00 €;1;26,00 €;15,00 €;58%;54;0:54:00;Ninguna;
242;12;Plato_1;15,00 €;25,00 €;3;75,00 €;45,00 €;60%;40;0:40:00;Sin cebolla;
242;12;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;5;0:05:00;Ninguna;
243;4;Plato_20;25,00 €;40,00 €;3;120,00 €;75,00 €;63%;22;0:22:00;Sin cebolla;
244;17;Plato_20;25,00 €;40,00 €;3;120,00 €;75,00 €;63%;30;0:30:00;Ninguna;
244;17;Plato_12;11,00 €;19,00 €;2;38,00 €;22,00 €;58%;59;0:59:00;Ninguna;
245;11;Plato_4;10,00 €;18,00 €;3;54,00 €;30,00 €;56%;45;0:45:00;Sin cebolla;
245;11;Plato_17;19,00 €;31,00 €;1;31,00 €;19,00 €;61%;23;0:23:00;Ninguna;
245;11;Plato_20;25,00 €;40,00 €;2;80,00 €;50,00 €;63%;23;0:23:00;Ninguna;
245;11;Plato_19;22,00 €;36,00 €;3;108,00 €;66,00 €;61%;25;0:25:00;Sin cebolla;
246;2;Plato_6;16,00 €;27,00 €;3;81,00 €;48,00 €;59%;36;0:36:00;Sin cebolla;
246;2;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;10;0:10:00;Ninguna;
246;2;Plato_8;21,00 €;35,00 €;3;105,00 €;63,00 €;60%;48;0:48:00;Ninguna;
246;2;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;52;0:52:00;Ninguna;
247;11;Plato_11;20,00 €;33,00 €;2;66,00 €;40,00 €;61%;59;0:59:00;Sin cebolla;
248;12;Plato_18;20,00 €;34,00 €;1;34,00 €;20,00 €;59%;32;0:32:00;Sin cebolla;
248;12;Plato_9;17,00 €;29,00 €;3;87,00 €;51,00 €;59%;51;0:51:00;Sin cebolla;
248;12;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;6;0:06:00;Sin cebolla;
248;12;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;31;0:31:00;Ninguna;
249;8;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;51;0:51:00;Sin cebolla;
249;8;Plato_4;10,00 €;18,00 €;2;36,00 €;20,00 €;56%;58;0:58:00;Ninguna;
250;8;Plato_3;12,00 €;20,00 €;1;20,00 €;12,00 €;60%;29;0:29:00;Sin cebolla;
251;12;Plato_10;15,00 €;26,00 €;1;26,00 €;15,00 €;58%;25;0:25:00;Sin cebolla;
251;12;Plato_5;13,00 €;22,00 €;1;22,00 €;13,00 €;59%;34;0:34:00;Ninguna;
251;12;Plato_14;14,00 €;23,00 €;1;23,00 €;14,00 €;61%;23;0:23:00;Sin cebolla;
251;12;Plato_12;11,00 €;19,00 €;2;38,00 €;22,00 €;58%;40;0:40:00;Sin cebolla;
252;4;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;53;0:53:00;Sin cebolla;
252;4;Plato_10;15,00 €;26,00 €;2;52,00 €;30,00 €;58%;31;0:31:00;Ninguna;
253;8;Plato_1;15,00 €;25,00 €;1;25,00 €;15,00 €;60%;18;0:18:00;Ninguna;
253;8;Plato_13;13,00 €;21,00 €;2;42,00 €;26,00 €;62%;8;0:08:00;Ninguna;
253;8;Plato_9;17,00 €;29,00 €;3;87,00 €;51,00 €;59%;29;0:29:00;Sin cebolla;
254;10;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;33;0:33:00;Ninguna;
254;10;Plato_10;15,00 €;26,00 €;2;52,00 €;30,00 €;58%;10;0:10:00;Sin cebolla;
254;10;Plato_18;20,00 €;34,00 €;2;68,00 €;40,00 €;59%;56;0:56:00;Ninguna;
254;10;Plato_16;16,00 €;28,00 €;3;84,00 €;48,00 €;57%;42;0:42:00;Sin cebolla;
255;8;Plato_1;15,00 €;25,00 €;1;25,00 €;15,00 €;60%;37;0:37:00;Ninguna;
256;5;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;16;0:16:00;Ninguna;
257;12;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;28;0:28:00;Sin cebolla;
258;12;Plato_1;15,00 €;25,00 €;1;25,00 €;15,00 €;60%;59;0:59:00;Ninguna;
258;12;Plato_3;12,00 €;20,00 €;1;20,00 €;12,00 €;60%;31;0:31:00;Ninguna;
258;12;Plato_15;19,00 €;32,00 €;1;32,00 €;19,00 €;59%;5;0:05:00;Ninguna;
258;12;Plato_20;25,00 €;40,00 €;1;40,00 €;25,00 €;63%;10;0:10:00;Ninguna;
259;10;Plato_6;16,00 €;27,00 €;3;81,00 €;48,00 €;59%;11;0:11:00;Sin cebolla;
260;20;Plato_14;14,00 €;23,00 €;3;69,00 €;42,00 €;61%;49;0:49:00;Sin cebolla;
261;8;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;19;0:19:00;Sin cebolla;
261;8;Plato_9;17,00 €;29,00 €;2;58,00 €;34,00 €;59%;36;0:36:00;Sin cebolla;
262;18;Plato_5;13,00 €;22,00 €;1;22,00 €;13,00 €;59%;28;0:28:00;Sin cebolla;
262;18;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;20;0:20:00;Sin cebolla;
263;5;Plato_15;19,00 €;32,00 €;1;32,00 €;19,00 €;59%;37;0:37:00;Sin cebolla;
263;5;Plato_8;21,00 €;35,00 €;1;35,00 €;21,00 €;60%;30;0:30:00;Sin cebolla;
263;5;Plato_2;18,00 €;30,00 €;1;30,00 €;18,00 €;60%;42;0:42:00;Ninguna;
263;5;Plato_7;14,00 €;24,00 €;1;24,00 €;14,00 €;58%;40;0:40:00;Sin cebolla;
264;2;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;39;0:39:00;Sin cebolla;
264;2;Plato_15;19,00 €;32,00 €;1;32,00 €;19,00 €;59%;27;0:27:00;Sin cebolla;
264;2;Plato_2;18,00 €;30,00 €;1;30,00 €;18,00 €;60%;37;0:37:00;Ninguna;
264;2;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;14;0:14:00;Ninguna;
265;6;Plato_14;14,00 €;23,00 €;1;23,00 €;14,00 €;61%;12;0:12:00;Ninguna;
265;6;Plato_17;19,00 €;31,00 €;1;31,00 €;19,00 €;61%;17;0:17:00;Sin cebolla;
265;6;Plato_6;16,00 €;27,00 €;1;27,00 €;16,00 €;59%;56;0:56:00;Ninguna;
265;6;Plato_2;18,00 €;30,00 €;3;90,00 €;54,00 €;60%;50;0:50:00;Sin cebolla;
266;4;Plato_7;14,00 €;24,00 €;1;24,00 €;14,00 €;58%;53;0:53:00;Ninguna;
266;4;Plato_1;15,00 €;25,00 €;3;75,00 €;45,00 €;60%;53;0:53:00;Ninguna;
267;7;Plato_15;19,00 €;32,00 €;1;32,00 €;19,00 €;59%;45;0:45:00;Sin cebolla;
267;7;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;23;0:23:00;Ninguna;
267;7;Plato_2;18,00 €;30,00 €;1;30,00 €;18,00 €;60%;28;0:28:00;Sin cebolla;
268;14;Plato_7;14,00 €;24,00 €;1;24,00 €;14,00 €;58%;39;0:39:00;Sin cebolla;
268;14;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;44;0:44:00;Sin cebolla;
269;11;Plato_19;22,00 €;36,00 €;3;108,00 €;66,00 €;61%;13;0:13:00;Ninguna;
269;11;Plato_20;25,00 €;40,00 €;1;40,00 €;25,00 €;63%;58;0:58:00;Sin cebolla;
269;11;Plato_18;20,00 €;34,00 €;3;102,00 €;60,00 €;59%;30;0:30:00;Sin cebolla;
270;10;Plato_18;20,00 €;34,00 €;3;102,00 €;60,00 €;59%;26;0:26:00;Ninguna;
271;3;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;55;0:55:00;Sin cebolla;
272;7;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;36;0:36:00;Ninguna;
272;7;Plato_8;21,00 €;35,00 €;1;35,00 €;21,00 €;60%;47;0:47:00;Sin cebolla;
273;20;Plato_15;19,00 €;32,00 €;1;32,00 €;19,00 €;59%;22;0:22:00;Sin cebolla;
273;20;Plato_5;13,00 €;22,00 €;3;66,00 €;39,00 €;59%;40;0:40:00;Ninguna;
273;20;Plato_1;15,00 €;25,00 €;1;25,00 €;15,00 €;60%;5;0:05:00;Sin cebolla;
274;7;Plato_10;15,00 €;26,00 €;3;78,00 €;45,00 €;58%;33;0:33:00;Ninguna;
274;7;Plato_12;11,00 €;19,00 €;2;38,00 €;22,00 €;58%;42;0:42:00;Sin cebolla;
275;5;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;32;0:32:00;Sin cebolla;
275;5;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;32;0:32:00;Ninguna;
275;5;Plato_10;15,00 €;26,00 €;1;26,00 €;15,00 €;58%;58;0:58:00;Ninguna;
276;15;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;49;0:49:00;Ninguna;
276;15;Plato_10;15,00 €;26,00 €;1;26,00 €;15,00 €;58%;36;0:36:00;Sin cebolla;
277;4;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;29;0:29:00;Ninguna;
278;5;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;33;0:33:00;Ninguna;
278;5;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;28;0:28:00;Sin cebolla;
279;11;Plato_20;25,00 €;40,00 €;3;120,00 €;75,00 €;63%;48;0:48:00;Sin cebolla;
279;11;Plato_8;21,00 €;35,00 €;1;35,00 €;21,00 €;60%;28;0:28:00;Ninguna;
279;11;Plato_4;10,00 €;18,00 €;1;18,00 €;10,00 €;56%;58;0:58:00;Ninguna;
279;11;Plato_16;16,00 €;28,00 €;1;28,00 €;16,00 €;57%;8;0:08:00;Ninguna;
280;14;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;52;0:52:00;Ninguna;
280;14;Plato_14;14,00 €;23,00 €;3;69,00 €;42,00 €;61%;34;0:34:00;Ninguna;
281;18;Plato_11;20,00 €;33,00 €;2;66,00 €;40,00 €;61%;9;0:09:00;Sin cebolla;
282;6;Plato_4;10,00 €;18,00 €;3;54,00 €;30,00 €;56%;57;0:57:00;Sin cebolla;
282;6;Plato_3;12,00 €;20,00 €;1;20,00 €;12,00 €;60%;57;0:57:00;Sin cebolla;
283;19;Plato_10;15,00 €;26,00 €;3;78,00 €;45,00 €;58%;6;0:06:00;Ninguna;
284;11;Plato_3;12,00 €;20,00 €;3;60,00 €;36,00 €;60%;45;0:45:00;Ninguna;
284;11;Plato_6;16,00 €;27,00 €;1;27,00 €;16,00 €;59%;59;0:59:00;Ninguna;
284;11;Plato_12;11,00 €;19,00 €;2;38,00 €;22,00 €;58%;41;0:41:00;Ninguna;
284;11;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;50;0:50:00;Sin cebolla;
285;18;Plato_13;13,00 €;21,00 €;2;42,00 €;26,00 €;62%;12;0:12:00;Sin cebolla;
286;15;Plato_18;20,00 €;34,00 €;2;68,00 €;40,00 €;59%;25;0:25:00;Ninguna;
287;20;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;46;0:46:00;Ninguna;
287;20;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;58;0:58:00;Ninguna;
287;20;Plato_2;18,00 €;30,00 €;2;60,00 €;36,00 €;60%;17;0:17:00;Sin cebolla;
288;15;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;6;0:06:00;Sin cebolla;
288;15;Plato_12;11,00 €;19,00 €;2;38,00 €;22,00 €;58%;32;0:32:00;Ninguna;
289;15;Plato_3;12,00 €;20,00 €;3;60,00 €;36,00 €;60%;20;0:20:00;Ninguna;
289;15;Plato_10;15,00 €;26,00 €;3;78,00 €;45,00 €;58%;48;0:48:00;Sin cebolla;
290;19;Plato_20;25,00 €;40,00 €;1;40,00 €;25,00 €;63%;57;0:57:00;Ninguna;
291;2;Plato_18;20,00 €;34,00 €;2;68,00 €;40,00 €;59%;28;0:28:00;Sin cebolla;
291;2;Plato_1;15,00 €;25,00 €;1;25,00 €;15,00 €;60%;41;0:41:00;Ninguna;
291;2;Plato_8;21,00 €;35,00 €;3;105,00 €;63,00 €;60%;12;0:12:00;Sin cebolla;
291;2;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;14;0:14:00;Ninguna;
292;10;Plato_16;16,00 €;28,00 €;3;84,00 €;48,00 €;57%;23;0:23:00;Sin cebolla;
293;16;Plato_16;16,00 €;28,00 €;3;84,00 €;48,00 €;57%;44;0:44:00;Ninguna;
293;16;Plato_2;18,00 €;30,00 €;2;60,00 €;36,00 €;60%;29;0:29:00;Ninguna;
293;16;Plato_19;22,00 €;36,00 €;2;72,00 €;44,00 €;61%;47;0:47:00;Ninguna;
294;17;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;31;0:31:00;Sin cebolla;
294;17;Plato_19;22,00 €;36,00 €;3;108,00 €;66,00 €;61%;13;0:13:00;Ninguna;
294;17;Plato_4;10,00 €;18,00 €;3;54,00 €;30,00 €;56%;33;0:33:00;Ninguna;
294;17;Plato_18;20,00 €;34,00 €;3;102,00 €;60,00 €;59%;9;0:09:00;Sin cebolla;
295;3;Plato_15;19,00 €;32,00 €;1;32,00 €;19,00 €;59%;44;0:44:00;Sin cebolla;
295;3;Plato_2;18,00 €;30,00 €;3;90,00 €;54,00 €;60%;35;0:35:00;Ninguna;
295;3;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;39;0:39:00;Sin cebolla;
295;3;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;59;0:59:00;Ninguna;
296;14;Plato_14;14,00 €;23,00 €;1;23,00 €;14,00 €;61%;20;0:20:00;Ninguna;
296;14;Plato_19;22,00 €;36,00 €;1;36,00 €;22,00 €;61%;26;0:26:00;Sin cebolla;
297;4;Plato_9;17,00 €;29,00 €;2;58,00 €;34,00 €;59%;59;0:59:00;Sin cebolla;
297;4;Plato_4;10,00 €;18,00 €;3;54,00 €;30,00 €;56%;13;0:13:00;Sin cebolla;
297;4;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;40;0:40:00;Sin cebolla;
298;11;Plato_6;16,00 €;27,00 €;3;81,00 €;48,00 €;59%;46;0:46:00;Ninguna;
