,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
1951,27.0,0.0,Travel_Rarely,Research & Development,3.0,3.0,Life Sciences,Male,2.0,Human Resources,Married,31610.0,0.0,13.0,2.0,4.0,0.0,3.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0
1952,35.0,0.0,Travel_Rarely,Sales,24.0,3.0,Medical,Male,5.0,Sales Executive,Divorced,57450.0,1.0,17.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,4.0,2.0,3.0,3.0
1953,42.0,0.0,Travel_Rarely,Research & Development,23.0,4.0,Other,Male,1.0,Research Scientist,Married,23730.0,6.0,14.0,1.0,21.0,3.0,1.0,0.0,0.0,4.0,3.0,4.0,4.0,3.0
1954,50.0,0.0,Travel_Rarely,Sales,27.0,3.0,Medical,Male,2.0,Sales Executive,Married,33100.0,4.0,22.0,1.0,8.0,3.0,1.0,0.0,0.0,1.0,4.0,3.0,4.0,4.0
1955,59.0,0.0,Travel_Rarely,Research & Development,16.0,4.0,Medical,Female,5.0,Laboratory Technician,Single,186650.0,3.0,12.0,0.0,30.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0
1956,37.0,1.0,Travel_Rarely,Sales,15.0,3.0,Marketing,Male,2.0,Laboratory Technician,Married,44850.0,5.0,11.0,1.0,15.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,4.0,3.0
1957,55.0,0.0,Travel_Frequently,Research & Development,26.0,2.0,Life Sciences,Female,2.0,Sales Executive,Married,27890.0,3.0,13.0,1.0,17.0,2.0,8.0,6.0,7.0,3.0,2.0,3.0,2.0,3.0
1958,41.0,0.0,Non-Travel,Research & Development,19.0,1.0,Life Sciences,Male,2.0,Research Scientist,Divorced,58280.0,1.0,13.0,0.0,21.0,0.0,21.0,5.0,10.0,2.0,3.0,3.0,3.0,3.0
1959,38.0,0.0,Travel_Rarely,Research & Development,24.0,2.0,Other,Female,1.0,Laboratory Technician,Single,23260.0,8.0,14.0,0.0,19.0,3.0,1.0,0.0,0.0,2.0,4.0,3.0,4.0,3.0
1960,26.0,1.0,Non-Travel,Research & Development,21.0,1.0,Life Sciences,Female,1.0,Manufacturing Director,Single,135250.0,8.0,17.0,1.0,7.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0
1961,52.0,1.0,Travel_Rarely,Research & Development,5.0,4.0,Medical,Female,4.0,Human Resources,Married,14200.0,1.0,13.0,1.0,33.0,2.0,32.0,6.0,9.0,1.0,4.0,3.0,4.0,3.0
1962,44.0,0.0,Travel_Rarely,Research & Development,16.0,3.0,Life Sciences,Female,1.0,Healthcare Representative,Married,80200.0,3.0,11.0,1.0,23.0,2.0,12.0,11.0,11.0,4.0,4.0,3.0,3.0,3.0
1963,50.0,0.0,Non-Travel,Human Resources,2.0,2.0,Life Sciences,Male,1.0,Laboratory Technician,Married,36880.0,0.0,11.0,0.0,19.0,3.0,18.0,0.0,13.0,4.0,3.0,3.0,2.0,3.0
1964,36.0,1.0,Travel_Rarely,Sales,2.0,4.0,Technical Degree,Male,4.0,Sales Executive,Single,54820.0,1.0,18.0,0.0,18.0,3.0,17.0,15.0,14.0,3.0,1.0,3.0,3.0,3.0
1965,39.0,0.0,Travel_Frequently,Sales,11.0,3.0,Marketing,Male,1.0,Sales Executive,Single,160150.0,1.0,11.0,0.0,21.0,3.0,21.0,2.0,8.0,4.0,1.0,3.0,4.0,3.0
1966,33.0,0.0,Non-Travel,Sales,9.0,2.0,Technical Degree,Male,5.0,Sales Representative,Single,12000.0,0.0,11.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0
1967,45.0,0.0,Travel_Rarely,Research & Development,7.0,2.0,Other,Male,1.0,Human Resources,Married,56610.0,3.0,12.0,0.0,26.0,2.0,9.0,1.0,1.0,4.0,4.0,4.0,2.0,3.0
1968,32.0,0.0,Non-Travel,Research & Development,15.0,3.0,Medical,Male,2.0,Manager,Single,69290.0,9.0,20.0,0.0,10.0,6.0,8.0,7.0,7.0,4.0,3.0,3.0,1.0,4.0
1969,34.0,0.0,Travel_Rarely,Sales,6.0,4.0,Marketing,Male,2.0,Research Director,Divorced,96130.0,0.0,12.0,1.0,16.0,5.0,15.0,0.0,9.0,2.0,4.0,2.0,2.0,3.0
1970,59.0,0.0,Travel_Rarely,Research & Development,5.0,3.0,Life Sciences,Male,2.0,Research Scientist,Married,56740.0,3.0,12.0,0.0,14.0,6.0,6.0,0.0,4.0,2.0,4.0,1.0,3.0,3.0
1971,45.0,0.0,Travel_Rarely,Research & Development,16.0,1.0,Medical,Male,2.0,Sales Executive,Single,54840.0,1.0,20.0,3.0,6.0,6.0,6.0,0.0,4.0,2.0,2.0,3.0,3.0,4.0
1972,53.0,0.0,Travel_Frequently,Sales,8.0,2.0,Medical,Male,2.0,Research Scientist,Married,120610.0,2.0,20.0,1.0,30.0,2.0,15.0,6.0,12.0,3.0,2.0,3.0,4.0,4.0
1973,36.0,1.0,Travel_Rarely,Research & Development,7.0,2.0,Life Sciences,Female,1.0,Research Scientist,Divorced,56600.0,7.0,12.0,0.0,9.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,3.0
1974,26.0,1.0,Travel_Frequently,Sales,2.0,3.0,Life Sciences,Male,2.0,Research Scientist,Married,48210.0,6.0,14.0,2.0,6.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0
1975,34.0,0.0,Travel_Rarely,Research & Development,2.0,2.0,Life Sciences,Male,1.0,Sales Representative,Married,64100.0,1.0,13.0,1.0,1.0,5.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,3.0
1976,28.0,0.0,Travel_Rarely,Research & Development,10.0,3.0,Other,Male,2.0,Sales Representative,Married,52100.0,1.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,2.0,3.0,4.0,3.0
1977,38.0,0.0,Travel_Frequently,Sales,9.0,4.0,Medical,Male,2.0,Research Scientist,Married,26950.0,3.0,14.0,1.0,8.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0
1978,50.0,0.0,Travel_Rarely,Research & Development,5.0,4.0,Life Sciences,Male,1.0,Sales Executive,Married,118780.0,2.0,13.0,1.0,29.0,2.0,8.0,7.0,7.0,2.0,3.0,2.0,3.0,3.0
1979,37.0,0.0,Travel_Rarely,Research & Development,1.0,3.0,Life Sciences,Male,1.0,Laboratory Technician,Single,170680.0,3.0,23.0,0.0,8.0,6.0,4.0,0.0,1.0,4.0,2.0,2.0,3.0,4.0
1980,40.0,0.0,Travel_Rarely,Human Resources,2.0,3.0,Medical,Male,5.0,Sales Executive,Married,24550.0,1.0,15.0,1.0,8.0,2.0,7.0,7.0,5.0,3.0,1.0,2.0,3.0,3.0
1981,26.0,0.0,Travel_Frequently,Research & Development,3.0,3.0,Medical,Male,2.0,Laboratory Technician,Divorced,139640.0,1.0,11.0,2.0,5.0,1.0,5.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0
1982,46.0,0.0,Travel_Rarely,Research & Development,2.0,1.0,Medical,Female,3.0,Research Scientist,Divorced,49410.0,9.0,13.0,2.0,23.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0
1983,54.0,0.0,Travel_Rarely,Research & Development,5.0,3.0,Medical,Female,2.0,Manufacturing Director,Married,24780.0,6.0,11.0,0.0,13.0,0.0,9.0,7.0,0.0,3.0,3.0,3.0,3.0,3.0
1984,56.0,0.0,Travel_Frequently,Research & Development,1.0,2.0,Life Sciences,Female,2.0,Manufacturing Director,Married,52280.0,2.0,11.0,0.0,18.0,4.0,5.0,0.0,3.0,1.0,3.0,3.0,3.0,3.0
1985,36.0,0.0,Travel_Rarely,Research & Development,4.0,2.0,Life Sciences,Female,2.0,Human Resources,Single,44780.0,0.0,18.0,1.0,15.0,3.0,14.0,7.0,8.0,4.0,4.0,2.0,3.0,3.0
1986,55.0,0.0,Non-Travel,Research & Development,2.0,3.0,Medical,Female,2.0,Manager,Single,75470.0,7.0,16.0,0.0,31.0,2.0,9.0,6.0,2.0,3.0,1.0,4.0,2.0,3.0
1987,43.0,0.0,Travel_Rarely,Sales,25.0,2.0,Life Sciences,Male,3.0,Research Scientist,Divorced,50550.0,5.0,22.0,0.0,18.0,2.0,1.0,0.0,0.0,3.0,4.0,3.0,2.0,4.0
1988,20.0,1.0,Travel_Frequently,Sales,8.0,3.0,Marketing,Male,3.0,Sales Executive,Single,34640.0,1.0,20.0,0.0,2.0,3.0,2.0,0.0,2.0,4.0,4.0,3.0,2.0,4.0
1989,21.0,1.0,Travel_Rarely,Research & Development,1.0,4.0,Life Sciences,Male,1.0,Manager,Single,57750.0,1.0,18.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,3.0,3.0
1990,46.0,0.0,Travel_Rarely,Sales,12.0,3.0,Marketing,Female,3.0,Healthcare Representative,Divorced,89430.0,8.0,12.0,1.0,19.0,6.0,16.0,1.0,7.0,4.0,1.0,3.0,3.0,3.0
1991,51.0,1.0,Travel_Rarely,Sales,23.0,3.0,Medical,Female,2.0,Research Scientist,Married,192720.0,9.0,20.0,0.0,18.0,2.0,10.0,2.0,7.0,1.0,3.0,4.0,3.0,4.0
1992,28.0,1.0,Non-Travel,Research & Development,19.0,4.0,Life Sciences,Female,4.0,Laboratory Technician,Single,52380.0,1.0,17.0,1.0,10.0,4.0,10.0,1.0,9.0,2.0,1.0,2.0,2.0,3.0
1993,26.0,0.0,Travel_Rarely,Research & Development,5.0,4.0,Medical,Female,2.0,Sales Executive,Married,46820.0,1.0,11.0,1.0,6.0,3.0,5.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0
1994,30.0,0.0,Travel_Rarely,Research & Development,8.0,3.0,Medical,Female,1.0,Sales Executive,Married,183000.0,0.0,14.0,0.0,7.0,6.0,6.0,0.0,2.0,3.0,1.0,2.0,3.0,3.0
1995,41.0,0.0,Travel_Rarely,Sales,1.0,4.0,Life Sciences,Female,1.0,Research Director,Married,52570.0,1.0,14.0,0.0,10.0,2.0,10.0,0.0,8.0,2.0,3.0,3.0,4.0,3.0
1996,38.0,0.0,Travel_Rarely,Research & Development,5.0,3.0,Technical Degree,Male,1.0,Sales Executive,Married,63490.0,0.0,11.0,0.0,20.0,3.0,19.0,1.0,9.0,3.0,3.0,2.0,3.0,3.0
1997,40.0,0.0,Travel_Rarely,Sales,1.0,4.0,Marketing,Male,1.0,Sales Executive,Married,48690.0,4.0,12.0,0.0,14.0,2.0,11.0,11.0,1.0,1.0,4.0,3.0,3.0,3.0
1998,27.0,0.0,Non-Travel,Sales,11.0,3.0,Technical Degree,Female,2.0,Laboratory Technician,Married,99850.0,1.0,14.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0
1999,55.0,0.0,Travel_Frequently,Research & Development,23.0,5.0,Life Sciences,Male,3.0,Laboratory Technician,Married,36970.0,3.0,13.0,1.0,23.0,1.0,3.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0
2000,28.0,0.0,Travel_Rarely,Research & Development,1.0,3.0,Life Sciences,Male,2.0,Healthcare Representative,Single,74570.0,3.0,11.0,2.0,10.0,1.0,8.0,1.0,7.0,3.0,3.0,4.0,4.0,3.0
2001,44.0,1.0,Travel_Rarely,Research & Development,18.0,4.0,Life Sciences,Female,2.0,Sales Executive,Married,21190.0,9.0,15.0,0.0,24.0,3.0,20.0,3.0,6.0,2.0,1.0,3.0,3.0,3.0
2002,33.0,0.0,Travel_Rarely,Sales,23.0,4.0,Marketing,Female,4.0,Sales Executive,Divorced,39830.0,4.0,12.0,0.0,9.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0
2003,35.0,1.0,Travel_Rarely,Sales,7.0,4.0,Life Sciences,Male,3.0,Sales Representative,Single,61180.0,0.0,21.0,1.0,9.0,3.0,8.0,4.0,7.0,4.0,1.0,3.0,2.0,4.0
2004,33.0,1.0,Travel_Frequently,Research & Development,1.0,2.0,Life Sciences,Female,1.0,Sales Executive,Single,62140.0,1.0,19.0,2.0,14.0,3.0,13.0,3.0,8.0,1.0,3.0,3.0,3.0,3.0
2005,28.0,0.0,Travel_Rarely,Human Resources,1.0,1.0,Human Resources,Male,2.0,Research Scientist,Divorced,63470.0,1.0,15.0,1.0,4.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0
2006,34.0,0.0,Travel_Frequently,Sales,29.0,4.0,Marketing,Male,1.0,Research Scientist,Single,115100.0,0.0,14.0,1.0,7.0,5.0,6.0,0.0,4.0,1.0,4.0,2.0,3.0,3.0
2007,37.0,0.0,Travel_Rarely,Research & Development,7.0,4.0,Life Sciences,Male,4.0,Sales Executive,Divorced,71430.0,2.0,21.0,0.0,8.0,6.0,1.0,0.0,0.0,4.0,4.0,3.0,2.0,4.0
2008,25.0,1.0,Travel_Rarely,Human Resources,25.0,4.0,Human Resources,Female,2.0,Research Scientist,Married,82680.0,1.0,12.0,0.0,7.0,3.0,7.0,5.0,6.0,4.0,4.0,4.0,2.0,3.0
2009,26.0,1.0,Travel_Rarely,Sales,8.0,2.0,Marketing,Male,2.0,Sales Executive,Divorced,80950.0,1.0,15.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,4.0,3.0
2010,33.0,1.0,Travel_Rarely,Research & Development,8.0,2.0,Life Sciences,Male,4.0,Manufacturing Director,Single,29040.0,4.0,13.0,0.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0
2011,42.0,0.0,Travel_Rarely,Research & Development,11.0,1.0,Life Sciences,Male,4.0,Research Scientist,Married,60320.0,0.0,14.0,0.0,23.0,2.0,22.0,13.0,7.0,4.0,1.0,3.0,2.0,3.0
2012,28.0,1.0,Travel_Frequently,Research & Development,7.0,3.0,Life Sciences,Male,2.0,Manager,Divorced,29760.0,1.0,14.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0
2013,50.0,1.0,Travel_Frequently,Research & Development,1.0,4.0,Medical,Male,2.0,Research Scientist,Single,159920.0,3.0,14.0,0.0,5.0,3.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0
2014,33.0,0.0,Travel_Frequently,Sales,9.0,3.0,Medical,Female,2.0,Research Scientist,Married,46490.0,0.0,12.0,0.0,4.0,2.0,3.0,0.0,2.0,4.0,2.0,3.0,2.0,3.0
2015,34.0,0.0,Non-Travel,Sales,1.0,1.0,Marketing,Female,2.0,Research Director,Married,26960.0,3.0,23.0,0.0,6.0,3.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,4.0
2016,48.0,0.0,Non-Travel,Sales,2.0,1.0,Life Sciences,Male,2.0,Sales Executive,Single,23700.0,2.0,11.0,0.0,27.0,3.0,5.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0
2017,45.0,0.0,Non-Travel,Research & Development,1.0,3.0,Medical,Female,2.0,Human Resources,Married,125040.0,1.0,12.0,1.0,15.0,2.0,15.0,4.0,12.0,2.0,3.0,3.0,3.0,3.0
2018,52.0,0.0,Travel_Rarely,Sales,1.0,3.0,Life Sciences,Male,1.0,Sales Executive,Single,59740.0,7.0,18.0,1.0,18.0,6.0,8.0,4.0,0.0,2.0,2.0,3.0,3.0,3.0
2019,38.0,0.0,Travel_Rarely,Research & Development,6.0,2.0,Medical,Male,1.0,Research Scientist,Divorced,47360.0,0.0,11.0,1.0,9.0,3.0,8.0,2.0,7.0,3.0,3.0,3.0,2.0,3.0
2020,29.0,0.0,Travel_Rarely,Research & Development,8.0,3.0,Medical,Female,4.0,Research Scientist,Divorced,52960.0,4.0,14.0,0.0,11.0,3.0,7.0,1.0,7.0,3.0,4.0,3.0,4.0,3.0
2021,28.0,0.0,Travel_Rarely,Human Resources,1.0,3.0,Human Resources,Female,4.0,Laboratory Technician,Divorced,67810.0,0.0,15.0,1.0,10.0,2.0,9.0,1.0,7.0,4.0,2.0,2.0,3.0,3.0
2022,46.0,0.0,Travel_Rarely,Research & Development,6.0,4.0,Medical,Male,3.0,Sales Executive,Married,21740.0,3.0,11.0,1.0,23.0,3.0,12.0,4.0,9.0,1.0,3.0,3.0,3.0,3.0
2023,38.0,0.0,Travel_Rarely,Research & Development,7.0,4.0,Medical,Male,1.0,Sales Executive,Single,66530.0,7.0,20.0,1.0,10.0,2.0,1.0,0.0,0.0,4.0,2.0,3.0,3.0,4.0
2024,43.0,0.0,Travel_Frequently,Research & Development,5.0,3.0,Medical,Female,2.0,Laboratory Technician,Married,96990.0,8.0,19.0,1.0,18.0,3.0,8.0,0.0,1.0,3.0,1.0,3.0,3.0,3.0
2025,39.0,1.0,Travel_Frequently,Sales,1.0,3.0,Marketing,Male,2.0,Healthcare Representative,Divorced,67550.0,7.0,14.0,1.0,21.0,2.0,18.0,11.0,5.0,1.0,4.0,3.0,3.0,3.0
2026,40.0,0.0,Travel_Rarely,Research & Development,1.0,1.0,Life Sciences,Male,1.0,Healthcare Representative,Single,22130.0,1.0,17.0,0.0,21.0,4.0,20.0,4.0,9.0,3.0,3.0,4.0,3.0,3.0
2027,21.0,0.0,Travel_Rarely,Research & Development,1.0,4.0,Life Sciences,Female,1.0,Research Scientist,Single,26100.0,1.0,11.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0
2028,39.0,0.0,Non-Travel,Research & Development,6.0,3.0,Life Sciences,Male,1.0,Laboratory Technician,Single,28510.0,9.0,15.0,0.0,9.0,2.0,5.0,0.0,3.0,3.0,2.0,2.0,3.0,3.0
2029,36.0,0.0,Non-Travel,Research & Development,1.0,3.0,Medical,Male,3.0,Sales Representative,Single,34520.0,2.0,13.0,3.0,18.0,4.0,11.0,0.0,9.0,1.0,4.0,3.0,4.0,3.0
2030,31.0,0.0,Travel_Frequently,Research & Development,7.0,3.0,Life Sciences,Male,1.0,Sales Executive,Married,52580.0,0.0,14.0,3.0,3.0,5.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0
2031,28.0,0.0,Travel_Rarely,Sales,2.0,4.0,Marketing,Male,1.0,Sales Executive,Married,93550.0,0.0,11.0,0.0,6.0,4.0,5.0,0.0,4.0,1.0,2.0,1.0,3.0,3.0
2032,35.0,0.0,Travel_Frequently,Research & Development,9.0,2.0,Other,Female,1.0,Manufacturing Director,Divorced,104960.0,1.0,13.0,1.0,5.0,2.0,5.0,0.0,2.0,4.0,4.0,3.0,3.0,3.0
2033,49.0,0.0,Travel_Rarely,Sales,2.0,2.0,Medical,Female,1.0,Sales Executive,Married,63800.0,6.0,23.0,1.0,22.0,1.0,9.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0
2034,34.0,0.0,Travel_Frequently,Sales,9.0,1.0,Technical Degree,Male,2.0,Sales Executive,Single,26570.0,2.0,13.0,1.0,5.0,3.0,3.0,0.0,2.0,4.0,3.0,2.0,2.0,3.0
2035,29.0,0.0,Travel_Frequently,Research & Development,1.0,4.0,Medical,Male,3.0,Research Scientist,Divorced,27160.0,0.0,18.0,0.0,8.0,2.0,7.0,1.0,1.0,4.0,2.0,2.0,1.0,3.0
2036,42.0,0.0,Travel_Rarely,Sales,21.0,2.0,Life Sciences,Female,1.0,Healthcare Representative,Single,22010.0,4.0,12.0,1.0,16.0,3.0,1.0,0.0,0.0,2.0,4.0,3.0,4.0,3.0
2037,29.0,0.0,Travel_Rarely,Sales,4.0,2.0,Other,Female,2.0,Healthcare Representative,Married,65400.0,1.0,22.0,0.0,10.0,2.0,10.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0
2038,38.0,0.0,Travel_Rarely,Research & Development,1.0,3.0,Medical,Female,1.0,Human Resources,Married,38160.0,1.0,13.0,2.0,7.0,2.0,7.0,5.0,0.0,3.0,3.0,4.0,2.0,3.0
2039,28.0,0.0,Travel_Frequently,Sales,6.0,4.0,Life Sciences,Male,1.0,Manager,Divorced,52530.0,1.0,15.0,0.0,3.0,2.0,3.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0
2040,18.0,1.0,Non-Travel,Research & Development,2.0,4.0,Medical,Male,3.0,Laboratory Technician,Single,109650.0,1.0,18.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,3.0
2041,33.0,1.0,Travel_Rarely,Research & Development,3.0,2.0,Life Sciences,Male,1.0,Sales Executive,Single,49360.0,0.0,14.0,0.0,6.0,2.0,5.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0
2042,41.0,0.0,Travel_Rarely,Research & Development,4.0,2.0,Medical,Male,2.0,Research Scientist,Married,25430.0,3.0,12.0,0.0,6.0,3.0,1.0,0.0,0.0,2.0,4.0,3.0,3.0,3.0
2043,31.0,1.0,Travel_Frequently,Sales,10.0,3.0,Technical Degree,Female,1.0,Research Director,Married,53040.0,1.0,17.0,0.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0
2044,37.0,0.0,Travel_Rarely,Research & Development,23.0,3.0,Life Sciences,Male,3.0,Manufacturing Director,Divorced,166590.0,7.0,16.0,1.0,9.0,2.0,6.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0
2045,27.0,0.0,Travel_Rarely,Research & Development,6.0,2.0,Medical,Female,1.0,Healthcare Representative,Married,42600.0,1.0,11.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0
2046,34.0,0.0,Travel_Rarely,Sales,1.0,1.0,Marketing,Female,2.0,Laboratory Technician,Married,24760.0,1.0,19.0,0.0,6.0,2.0,6.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0
2047,35.0,0.0,Travel_Rarely,Research & Development,6.0,3.0,Life Sciences,Female,3.0,Laboratory Technician,Single,31020.0,1.0,13.0,1.0,6.0,3.0,5.0,1.0,4.0,3.0,3.0,1.0,2.0,3.0
2048,29.0,1.0,Travel_Rarely,Research & Development,6.0,3.0,Life Sciences,Male,1.0,Sales Executive,Married,22440.0,1.0,12.0,3.0,11.0,5.0,11.0,3.0,10.0,4.0,1.0,1.0,1.0,3.0
2049,40.0,0.0,Travel_Frequently,Research & Development,2.0,4.0,Medical,Male,4.0,Human Resources,Single,75960.0,9.0,11.0,0.0,20.0,0.0,18.0,2.0,13.0,2.0,3.0,2.0,1.0,3.0
2050,42.0,1.0,Travel_Frequently,Sales,2.0,4.0,Life Sciences,Male,1.0,Laboratory Technician,Single,22850.0,0.0,16.0,0.0,22.0,3.0,21.0,13.0,14.0,3.0,1.0,2.0,1.0,3.0
2051,42.0,0.0,Travel_Rarely,Research & Development,1.0,2.0,Life Sciences,Male,4.0,Laboratory Technician,Single,30340.0,7.0,21.0,1.0,9.0,3.0,6.0,1.0,5.0,2.0,1.0,4.0,2.0,4.0
2052,35.0,0.0,Travel_Rarely,Research & Development,5.0,3.0,Medical,Male,1.0,Healthcare Representative,Married,57150.0,6.0,24.0,2.0,10.0,0.0,8.0,1.0,7.0,4.0,3.0,3.0,3.0,4.0
2053,24.0,0.0,Travel_Rarely,Sales,7.0,4.0,Life Sciences,Female,1.0,Laboratory Technician,Single,25760.0,8.0,17.0,3.0,6.0,3.0,4.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0
2054,28.0,1.0,Travel_Rarely,Research & Development,15.0,4.0,Life Sciences,Male,2.0,Sales Executive,Married,41970.0,1.0,13.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,4.0,2.0,1.0,3.0
2055,26.0,0.0,Travel_Rarely,Research & Development,1.0,4.0,Life Sciences,Male,2.0,Sales Representative,Married,143360.0,1.0,21.0,1.0,8.0,3.0,8.0,0.0,7.0,1.0,4.0,3.0,3.0,4.0
2056,30.0,0.0,Travel_Rarely,Research & Development,7.0,2.0,Life Sciences,Female,1.0,Manufacturing Director,Married,34480.0,1.0,11.0,0.0,10.0,3.0,10.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0
2057,40.0,0.0,Travel_Frequently,Research & Development,26.0,4.0,Life Sciences,Male,2.0,Research Scientist,Married,194060.0,3.0,20.0,3.0,16.0,2.0,1.0,0.0,0.0,3.0,4.0,1.0,3.0,4.0
2058,35.0,0.0,Travel_Rarely,Research & Development,18.0,5.0,Medical,Female,2.0,Research Scientist,Divorced,65380.0,2.0,16.0,1.0,15.0,3.0,7.0,6.0,4.0,3.0,2.0,4.0,3.0,3.0
2059,34.0,0.0,Travel_Frequently,Research & Development,6.0,2.0,Life Sciences,Male,1.0,Research Director,Single,43060.0,0.0,11.0,0.0,14.0,2.0,13.0,4.0,9.0,4.0,1.0,3.0,3.0,3.0
2060,35.0,0.0,Travel_Frequently,Research & Development,3.0,3.0,Medical,Female,2.0,Laboratory Technician,Married,22580.0,1.0,11.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0
2061,43.0,1.0,Travel_Rarely,Sales,5.0,3.0,Marketing,Female,3.0,Research Scientist,Single,45220.0,8.0,15.0,1.0,7.0,3.0,4.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0
2062,32.0,0.0,Non-Travel,Research & Development,11.0,2.0,Other,Female,2.0,Research Scientist,Divorced,44870.0,1.0,11.0,0.0,1.0,5.0,1.0,0.0,0.0,3.0,1.0,3.0,2.0,3.0
2063,56.0,0.0,Travel_Rarely,Research & Development,3.0,2.0,Other,Male,2.0,Healthcare Representative,Divorced,44490.0,4.0,15.0,0.0,28.0,3.0,5.0,4.0,2.0,4.0,1.0,3.0,1.0,3.0
2064,29.0,0.0,Travel_Rarely,Research & Development,26.0,1.0,Life Sciences,Male,1.0,Laboratory Technician,Married,22180.0,1.0,24.0,1.0,10.0,1.0,10.0,0.0,8.0,2.0,4.0,3.0,3.0,4.0
2065,19.0,0.0,Travel_Rarely,Research & Development,23.0,4.0,Life Sciences,Male,2.0,Laboratory Technician,Single,191970.0,1.0,12.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,3.0,3.0,3.0
2066,45.0,0.0,Travel_Rarely,Research & Development,22.0,3.0,Life Sciences,Female,2.0,Sales Representative,Married,132120.0,4.0,13.0,0.0,7.0,4.0,3.0,0.0,2.0,1.0,3.0,2.0,3.0,3.0
2067,37.0,0.0,Travel_Rarely,Research & Development,14.0,4.0,Life Sciences,Male,3.0,Research Scientist,Married,65770.0,1.0,13.0,0.0,14.0,1.0,14.0,3.0,11.0,4.0,4.0,2.0,1.0,3.0
2068,20.0,0.0,Travel_Rarely,Research & Development,6.0,3.0,Medical,Male,5.0,Research Director,Single,83920.0,1.0,17.0,0.0,2.0,5.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0
2069,44.0,1.0,Travel_Rarely,Human Resources,6.0,2.0,Human Resources,Male,3.0,Sales Executive,Single,45580.0,1.0,13.0,1.0,6.0,2.0,6.0,0.0,2.0,3.0,3.0,3.0,1.0,3.0
2070,53.0,0.0,Travel_Rarely,Research & Development,6.0,4.0,Life Sciences,Male,1.0,Research Director,Divorced,40310.0,3.0,12.0,1.0,26.0,3.0,7.0,4.0,7.0,4.0,3.0,3.0,2.0,3.0
2071,29.0,0.0,Travel_Rarely,Research & Development,23.0,3.0,Medical,Male,1.0,Sales Executive,Married,79690.0,0.0,14.0,0.0,6.0,3.0,5.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0
